PersonId,Sex,Age,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
4222,Female,20,2,4,4,4,5,3,5,4,3,4,5,4,5,1,1,1,2,2,2,4,1,5,1,5,1,4,1,5,5,5,4,3,4,1,4,1,5,1,5,5,4,1,5,1,4,1,5,4,4,4
4223,Male,19,1,5,3,5,2,4,2,4,2,5,5,2,5,1,4,4,5,5,5,4,4,3,4,4,3,2,2,3,4,4,2,2,3,4,2,1,3,3,1,3,3,1,5,2,2,2,4,4,4,2
4224,Female,18,1,1,2,2,4,1,2,2,4,4,5,2,5,1,5,5,5,5,5,4,1,5,3,4,1,5,1,5,4,2,1,4,3,4,1,5,3,4,5,4,3,3,4,2,4,3,3,4,2,3
4225,Female,20,4,1,5,1,5,1,5,1,4,2,4,3,4,2,2,2,4,3,3,2,1,5,2,5,1,3,1,5,5,5,2,3,4,1,3,2,4,2,5,4,2,3,5,2,4,2,4,2,5,4
4226,Male,15,1,5,2,3,1,4,1,5,1,5,5,2,4,1,3,4,4,2,3,5,1,4,2,5,2,5,2,4,5,3,3,3,3,2,2,3,1,3,1,1,5,1,5,1,4,1,4,5,5,5
4227,Female,22,3,2,3,3,4,3,4,3,3,4,4,3,4,2,3,4,4,3,4,3,2,4,4,4,3,3,2,4,4,3,4,1,4,3,3,2,4,3,3,3,3,3,3,3,4,2,5,2,4,3
4228,Female,54,1,4,1,4,2,3,2,1,1,5,5,1,5,1,5,5,5,5,5,5,1,2,1,5,1,5,2,5,5,3,3,1,3,3,5,1,5,3,2,2,2,4,3,3,4,3,3,2,4,3
4229,Female,71,2,2,3,3,4,3,3,4,1,3,4,2,5,1,3,3,3,3,3,2,1,4,3,4,2,5,2,4,3,4,4,1,3,2,4,2,4,2,4,4,3,4,3,3,2,3,3,2,4,2
4230,Female,57,1,3,2,4,3,2,1,1,1,5,3,2,4,2,2,5,2,4,4,5,2,2,1,3,2,4,2,3,5,4,4,3,3,2,3,4,3,1,2,4,3,2,4,3,4,1,4,2,4,5
4231,Female,24,2,4,2,3,3,3,2,4,1,5,4,2,5,1,4,4,4,4,3,4,1,5,1,5,1,5,1,3,4,2,2,3,5,3,4,1,4,1,5,4,3,4,3,1,2,4,4,3,5,2
4232,Male,40,1,3,2,5,2,4,1,4,1,2,3,3,2,4,4,4,2,2,3,3,2,2,4,1,5,2,5,1,1,3,3,4,3,3,2,3,3,3,3,3,3,2,4,2,4,3,4,3,4,2
4233,Male,24,3,2,5,3,3,4,2,3,5,3,2,4,2,3,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,1,4,1,4,2,4,2,5,4,3,3,4,1,3,1,4,1,4,4
4234,Female,23,2,3,3,3,3,4,3,5,1,5,4,3,5,3,2,4,5,4,4,2,4,4,1,4,4,5,4,4,3,3,2,2,5,3,5,3,3,2,5,4,5,1,4,2,3,3,3,5,4,2
4235,Male,28,5,2,5,3,5,4,2,1,5,2,4,5,3,5,3,2,2,1,3,1,5,5,1,2,4,4,3,4,4,5,3,4,3,2,2,5,4,2,2,1,3,4,4,1,4,2,4,1,3,4
4236,Male,23,3,2,4,4,4,2,4,3,4,2,4,4,4,5,2,1,1,1,1,1,2,5,1,5,2,3,2,4,3,5,2,2,5,2,5,2,4,1,5,4,4,2,4,2,4,2,4,4,5,4
4237,Female,26,2,2,4,4,4,2,2,4,3,3,3,3,4,4,2,4,4,4,4,2,1,4,3,4,1,5,2,4,5,3,4,5,4,4,1,4,3,2,4,3,3,3,4,2,5,2,4,3,5,4
4238,Male,33,3,1,4,2,5,1,5,3,4,2,3,2,3,3,5,2,4,4,3,2,4,4,3,3,2,2,2,3,4,3,4,3,4,1,3,2,4,2,4,4,4,1,5,1,4,1,5,4,4,5
4239,Female,41,3,4,2,3,2,4,2,3,2,5,4,2,5,1,4,4,5,5,5,5,2,2,2,4,5,3,4,1,5,3,2,3,3,4,2,2,4,2,4,5,4,4,3,3,4,2,4,2,5,5
4240,Female,16,3,3,3,5,2,3,3,3,3,4,5,3,5,1,4,4,5,4,4,4,1,4,2,5,1,3,2,5,5,4,5,2,4,3,3,3,5,2,5,4,5,3,5,3,3,1,5,5,4,4
4241,Male,20,1,5,1,5,1,5,1,5,1,5,4,1,4,1,3,4,3,4,4,4,2,4,2,4,2,4,2,4,4,3,5,2,4,2,3,2,5,2,4,4,3,1,3,2,4,3,4,4,4,3
4242,Female,53,5,1,5,5,5,1,5,1,5,1,5,1,5,3,5,1,1,1,1,3,1,5,1,5,1,1,1,1,5,5,1,5,1,5,1,5,5,1,1,5,3,5,5,5,1,1,5,1,1,5
4243,Female,14,1,5,1,5,1,5,1,5,1,5,5,1,5,2,5,5,4,4,3,4,3,4,2,5,1,5,2,5,5,4,3,3,2,5,1,4,5,3,4,3,2,3,3,3,3,3,3,2,5,2
4244,Female,19,1,3,1,5,1,4,2,3,1,5,2,5,3,3,2,3,4,3,4,2,1,1,1,5,4,3,4,4,4,2,3,5,4,4,1,5,4,2,2,3,4,2,4,2,4,2,5,4,5,4
4245,Other,13,1,4,2,4,1,4,1,4,1,4,5,2,4,2,3,4,4,3,5,3,2,4,2,4,2,3,2,3,3,3,3,3,3,4,2,3,4,2,3,4,4,3,4,2,1,2,3,3,3,1
4246,Female,20,3,1,5,1,4,1,3,1,5,1,4,4,5,3,5,5,5,5,5,1,5,5,5,1,1,1,1,5,3,4,3,4,3,5,4,4,5,1,4,2,5,2,5,1,4,1,4,3,4,5
4247,Female,18,1,5,3,5,2,4,1,5,1,5,5,4,4,3,2,2,1,1,3,1,1,3,1,5,2,4,4,4,5,5,3,2,4,1,1,3,4,3,5,4,2,3,2,3,2,5,5,1,5,4
4248,Female,63,3,2,5,2,5,1,5,4,2,1,1,4,3,4,1,1,2,1,1,2,1,5,1,5,1,5,1,4,5,5,5,3,4,2,4,1,4,1,5,4,5,2,5,2,4,1,5,4,5,5
4249,Male,45,5,3,1,5,5,1,4,3,1,3,1,5,1,5,1,1,1,3,1,1,5,1,3,1,5,1,5,1,1,5,5,1,5,3,1,3,3,3,1,5,5,1,5,1,5,1,5,5,5,5
4250,Male,14,1,2,3,4,1,4,1,5,1,4,5,4,4,4,3,4,2,3,5,3,3,2,4,4,3,4,3,3,4,2,4,4,4,2,4,4,4,2,4,4,5,1,5,1,5,1,5,5,5,4
4251,Female,27,2,5,1,4,3,1,2,5,1,5,1,4,4,4,3,1,2,3,3,1,1,5,2,5,2,2,2,5,4,4,4,4,4,4,5,4,4,1,4,4,5,3,4,3,3,2,5,4,5,4
4252,Male,36,1,4,1,5,2,4,1,5,1,5,5,1,4,3,4,4,4,4,5,2,2,2,4,5,2,4,2,4,4,2,1,3,4,4,1,2,3,3,2,3,4,3,4,2,4,2,3,4,4,4
4253,Male,21,2,2,4,3,4,1,3,3,3,5,2,4,3,4,1,1,3,2,3,2,3,5,2,2,2,2,5,2,2,3,4,4,4,4,2,3,5,3,3,4,4,2,4,1,4,2,4,4,5,4
4254,Male,16,2,3,4,3,3,2,4,4,4,2,1,5,1,4,3,2,2,2,2,2,2,4,3,4,2,4,2,4,4,3,4,4,2,3,2,4,2,2,2,2,4,1,4,1,4,1,4,4,4,4
4255,Female,52,3,1,5,3,4,1,4,2,3,2,5,3,5,3,3,4,2,3,2,3,1,5,1,5,1,5,1,5,5,5,4,4,5,3,3,3,3,2,4,3,4,2,4,3,4,1,5,4,4,4
4256,Male,16,2,2,5,3,4,3,5,3,4,4,3,4,3,3,4,3,1,1,4,1,4,5,4,4,2,3,1,3,4,3,5,4,5,5,2,3,4,2,4,4,3,4,5,4,5,1,3,2,4,5
4257,Female,40,1,5,2,5,1,5,1,5,1,5,4,2,5,4,5,4,4,4,4,2,2,2,1,5,2,4,2,4,4,3,5,1,5,2,5,1,5,2,5,5,5,1,5,1,4,1,5,4,5,4
4258,Female,17,5,1,5,1,5,1,3,2,5,5,5,5,5,3,5,5,4,5,5,5,5,5,3,5,1,5,1,5,5,4,3,1,5,1,1,1,5,3,5,4,4,4,3,1,5,1,4,5,5,5
4259,Male,39,4,1,4,2,4,1,4,3,4,2,5,2,5,1,2,2,3,2,2,5,2,3,2,3,2,4,3,4,3,4,2,5,3,5,1,5,2,5,2,3,2,1,4,1,4,1,5,4,5,5
4260,Male,24,2,1,3,2,4,2,4,2,4,2,5,3,5,2,4,4,5,5,5,2,4,4,4,4,3,4,2,2,4,4,4,5,4,4,3,4,4,3,4,4,5,2,5,1,4,1,4,5,3,5
4261,Male,17,2,5,4,4,3,2,1,3,3,3,3,4,5,2,4,2,4,4,2,2,2,5,3,5,2,4,2,3,4,4,4,3,5,4,2,4,5,4,3,4,4,2,5,2,5,1,5,4,5,4
4262,Male,34,2,3,3,3,2,2,2,3,3,3,2,3,4,2,4,3,3,3,3,2,2,3,2,3,2,3,3,4,4,3,4,3,4,1,2,3,4,2,2,4,4,3,3,2,4,2,5,3,4,4
4263,Male,29,2,4,2,4,2,3,1,4,2,4,4,2,4,1,3,2,3,2,2,5,3,3,3,3,4,3,4,2,2,2,4,3,4,3,2,2,4,2,2,4,4,2,5,1,4,1,4,4,5,5
4264,Male,42,2,4,2,4,3,3,4,4,4,4,4,3,3,4,2,3,1,1,3,2,3,3,2,4,2,4,2,2,3,2,4,2,5,1,2,3,5,1,4,5,1,4,1,4,4,5,4,1,2,3
4265,Male,24,4,3,3,2,5,2,5,2,5,3,1,4,1,4,2,1,4,4,5,2,4,4,4,1,5,1,4,1,2,4,2,5,4,3,3,3,2,2,1,4,4,4,4,4,5,3,5,4,4,5
4266,Male,16,1,2,4,4,4,2,2,4,1,4,4,2,5,2,2,5,4,4,4,4,1,5,3,4,1,4,2,4,4,3,3,4,4,4,2,2,4,4,2,4,3,2,4,2,4,3,4,3,5,4
4267,Male,30,1,3,4,4,2,1,1,4,2,4,2,4,4,4,2,1,1,1,2,2,4,4,1,5,2,5,1,4,5,4,4,2,5,4,4,1,5,2,4,4,4,3,3,3,4,2,4,4,4,3
4268,Other,19,2,3,2,2,4,3,2,3,2,4,3,2,4,2,2,3,2,2,3,4,3,4,1,3,2,2,2,3,3,4,4,5,5,4,4,4,4,2,3,4,5,2,5,2,5,1,5,5,4,5
4269,Female,20,1,5,1,5,4,4,1,5,1,5,5,5,5,3,3,5,4,2,5,5,3,1,1,1,4,5,5,2,1,4,5,3,5,4,3,5,5,2,5,4,3,1,5,1,4,1,5,3,5,5
4270,Female,21,1,4,2,2,2,2,2,4,2,4,4,2,4,2,4,4,2,2,4,2,1,4,2,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,4,4,2,4,2,2,2,4,4,4,2
4271,Female,23,1,2,3,3,1,4,1,4,3,5,5,2,4,1,4,5,4,3,5,3,3,3,1,5,3,5,3,4,5,5,5,1,5,1,5,3,3,2,3,4,3,1,3,5,3,3,2,2,5,2
4272,Male,20,1,5,1,5,2,4,2,5,1,5,5,2,5,2,2,1,3,3,1,4,3,1,1,2,2,4,4,4,2,3,5,2,5,2,3,2,5,3,5,4,2,1,3,1,4,2,4,3,4,3
4273,Male,19,5,2,2,3,1,2,1,2,4,5,5,3,4,3,3,4,4,4,4,3,2,3,1,2,2,2,2,4,4,4,2,2,4,2,4,4,3,2,4,4,4,2,5,1,5,1,5,4,4,4
4274,Female,46,3,2,4,4,2,3,3,3,5,5,3,4,5,3,5,3,3,3,5,1,1,4,1,5,3,5,3,5,5,5,4,4,4,5,1,1,5,3,1,4,4,1,4,1,3,2,5,4,5,5
4275,Male,18,2,3,3,4,4,4,3,4,3,5,3,2,4,2,4,4,4,4,3,4,4,3,3,3,3,4,3,2,3,2,3,2,4,5,2,4,2,3,2,3,4,3,5,3,4,2,4,4,3,4
4276,Female,21,1,4,4,5,2,3,4,3,3,4,4,4,4,3,3,4,3,3,4,2,1,4,1,4,3,4,3,2,4,3,3,4,3,4,3,4,3,4,2,3,3,1,4,2,4,2,3,3,4,3
4277,Male,37,5,1,5,2,4,1,4,4,5,1,3,4,3,4,4,2,1,1,1,2,5,5,2,4,2,5,2,4,5,5,5,3,4,4,3,5,4,1,4,5,4,1,5,1,5,1,4,5,5,5
4278,Female,32,1,2,4,3,5,2,5,5,1,3,3,4,3,2,4,3,3,2,3,4,1,4,1,5,1,5,3,5,5,5,3,1,3,4,5,2,5,2,3,5,4,4,4,4,3,4,5,4,5,4
4279,Female,14,4,3,4,4,2,2,2,4,2,4,3,3,4,3,3,4,3,2,2,2,2,4,1,5,1,4,1,5,5,4,3,3,4,2,3,2,3,3,3,3,4,2,4,1,3,2,4,3,3,3
4280,Male,46,2,5,3,3,3,4,3,3,3,3,2,3,3,1,1,2,1,1,3,2,2,3,2,3,2,4,2,3,4,4,3,1,4,1,3,2,4,2,3,5,4,1,5,1,3,1,4,3,5,3
4281,Male,18,3,3,4,3,3,4,2,4,2,4,3,3,4,4,3,4,3,3,4,3,2,4,2,4,2,4,2,4,2,4,4,4,5,4,5,5,5,1,4,4,4,3,4,2,5,1,4,3,4,5
4282,Male,28,2,5,1,5,1,5,1,5,1,5,2,5,5,2,5,2,4,4,2,4,1,3,2,5,1,5,2,4,5,3,3,4,5,3,1,3,3,5,2,4,4,1,5,1,5,1,5,4,5,4
4283,Male,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3
4284,Female,18,3,2,5,4,5,1,5,3,4,3,4,2,3,4,3,5,3,3,2,2,2,5,1,5,3,5,2,5,5,5,3,4,5,2,2,3,4,2,4,4,3,3,2,3,4,2,2,3,1,4
4285,Male,16,1,5,2,5,5,3,1,5,5,5,3,2,5,2,2,5,3,1,3,3,4,5,1,5,1,5,1,5,5,5,5,1,5,1,5,5,5,1,5,5,1,3,5,1,4,1,4,3,1,4
4286,Female,29,2,3,4,4,4,3,2,2,4,2,5,4,2,4,2,1,2,4,1,2,2,3,1,4,2,2,2,4,4,4,4,3,4,2,2,2,5,2,4,4,4,2,4,2,4,2,4,2,4,4
4287,Female,30,3,3,2,3,3,4,2,4,2,4,4,3,4,4,4,3,4,5,3,4,4,2,3,4,4,4,4,4,3,3,3,4,5,3,3,4,4,3,2,3,3,3,4,3,3,4,4,4,3,3
4288,Female,32,3,2,4,2,4,2,4,3,3,2,2,3,3,4,4,2,1,1,3,1,3,4,2,3,2,2,2,4,4,4,4,1,4,2,3,1,5,2,4,3,4,2,3,1,4,2,5,4,3,4
4289,Male,20,1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,4,5,5,5,1,5,1,5,1,5,1,2,5,2,2,4,2,4,2,4,4,4,2,4,2,4,2,1,2,4,2,1,5,4
4290,Male,37,5,1,3,3,4,2,2,4,4,5,5,1,5,1,5,5,5,5,5,4,4,4,1,4,5,5,5,4,5,5,4,1,3,2,5,3,5,1,4,4,4,4,5,1,5,1,3,1,5,5
4291,Male,18,3,3,5,2,5,2,5,3,4,2,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,4,1,5,5,4,4,2,4,2,3,4,3,1,4,4,3,2,5,1,4,1,4,3,4,5
4292,Female,15,2,2,3,3,3,4,3,2,5,5,3,5,4,2,1,5,5,4,4,4,2,5,4,5,1,4,2,3,4,4,2,3,4,4,2,4,4,3,1,3,3,4,4,1,4,2,2,3,4,4
4293,Male,25,1,4,2,4,1,3,1,4,1,5,2,4,5,2,5,2,2,3,5,2,4,3,4,1,5,3,4,2,1,3,4,1,4,3,3,1,5,1,4,5,5,1,5,1,5,1,5,5,5,4
4294,Male,26,5,1,4,4,5,5,5,1,1,5,1,4,4,5,5,3,5,4,5,4,5,5,1,5,1,5,1,1,5,5,1,5,1,1,3,5,5,5,1,4,4,1,5,1,5,1,4,4,5,5
4295,Male,23,3,3,5,1,5,2,3,3,3,3,2,5,5,3,2,2,3,3,3,3,1,5,2,5,1,3,1,4,5,5,5,5,5,1,2,1,5,3,5,5,3,3,3,1,4,2,4,2,2,5
4296,Male,31,1,4,2,3,2,4,2,3,4,4,2,2,5,2,3,3,4,3,3,4,2,3,3,4,2,4,3,4,4,2,5,1,4,2,3,2,4,1,5,4,2,1,5,1,3,1,4,4,4,4
4297,Female,21,1,4,3,4,4,4,2,3,4,5,3,3,4,1,3,4,3,2,4,4,2,3,4,5,2,5,3,2,4,3,3,4,4,3,2,3,4,3,3,4,3,1,4,1,4,2,4,3,5,3
4298,Female,16,1,1,4,2,4,2,3,2,3,4,3,3,4,2,3,4,2,2,3,4,5,3,2,3,2,3,2,4,3,4,2,2,3,2,1,2,3,4,1,5,4,3,4,3,5,1,3,1,3,4
4299,Female,23,3,3,5,4,4,2,2,1,2,5,3,4,2,3,1,1,3,2,3,3,4,4,2,1,4,3,5,4,1,3,2,5,4,1,2,1,5,1,4,5,3,1,4,1,5,1,5,4,5,4
4300,Male,32,3,5,1,3,1,3,1,4,4,3,4,3,3,2,4,1,1,1,5,2,2,1,5,2,5,4,5,3,4,4,5,1,5,1,3,1,4,1,3,4,5,1,5,2,3,1,5,4,3,3
4301,Female,17,4,1,3,3,5,1,4,4,3,5,5,1,5,1,5,4,5,4,5,4,2,4,4,5,1,4,2,4,4,5,4,4,5,4,4,4,4,3,5,5,4,2,5,1,3,1,4,4,5,4
4302,Female,20,3,3,4,1,4,2,2,4,5,3,4,3,3,4,4,3,2,2,4,1,2,4,1,5,1,5,1,4,5,4,5,4,4,1,5,1,5,2,4,5,5,1,3,1,4,1,5,5,5,4
4303,Female,23,2,5,2,4,4,2,2,4,1,4,2,1,4,3,4,4,4,3,4,3,4,3,1,5,1,5,2,4,4,3,2,2,4,3,2,5,4,2,3,2,1,2,3,2,3,3,4,2,3,3
4304,Female,42,3,5,4,4,3,4,3,5,1,5,2,3,5,1,1,3,3,3,4,4,1,4,1,5,3,4,4,2,4,5,4,2,5,1,1,2,5,5,3,4,5,4,4,4,4,2,5,5,4,3
4305,Female,24,2,4,2,4,2,4,2,4,2,4,4,2,4,2,4,4,4,4,4,4,2,2,2,4,4,4,4,2,4,2,4,5,5,2,2,4,4,2,2,4,4,1,5,1,4,2,4,4,5,5
4306,Male,31,4,1,5,2,5,1,4,2,5,1,4,3,4,2,3,3,2,3,3,2,2,5,2,4,2,5,2,3,3,4,3,4,4,3,1,3,3,2,2,4,4,2,4,1,4,2,4,3,3,5
4307,Female,21,4,1,4,5,4,4,1,2,5,5,2,3,4,2,4,1,4,4,3,2,4,4,1,5,1,5,5,5,5,5,3,3,4,4,3,1,5,1,3,4,1,2,4,1,5,1,4,1,4,4
4308,Male,22,2,4,2,2,4,3,2,2,4,3,2,4,5,2,4,2,4,2,4,4,3,3,2,4,2,4,2,4,4,4,3,2,4,3,2,4,5,2,4,4,4,1,5,2,5,1,4,4,5,5
4309,Female,28,4,1,4,2,4,2,4,4,3,5,2,3,1,2,3,4,3,3,3,3,1,5,1,3,1,4,1,5,4,5,1,4,4,4,3,3,4,3,1,4,4,2,4,1,3,1,4,2,4,4
4310,Female,26,2,1,5,5,5,2,5,4,2,2,5,1,5,2,5,5,5,5,4,5,1,5,2,5,2,5,1,4,5,4,5,3,4,2,2,1,5,3,2,4,5,2,5,2,4,1,5,4,5,5
4311,Male,18,1,4,2,5,2,2,1,5,3,5,2,3,4,2,2,2,3,1,1,3,3,2,3,3,1,1,3,4,2,3,4,1,4,1,2,1,5,1,4,3,2,4,4,4,4,1,3,2,4,4
4312,Male,46,3,4,3,3,2,3,1,4,3,4,2,4,2,5,4,2,2,1,2,1,2,3,1,4,2,2,3,3,3,4,3,2,4,2,2,4,4,2,2,4,4,1,5,1,4,2,4,3,3,4
4313,Female,41,1,3,4,3,4,2,2,4,2,2,4,3,4,2,1,2,2,1,2,1,1,3,1,4,2,5,2,5,5,5,4,3,5,1,3,3,3,2,4,3,4,2,4,2,3,1,3,1,3,5
4314,Male,51,4,2,4,2,5,2,4,2,4,3,2,5,2,5,1,1,1,1,1,1,2,3,2,4,2,5,1,4,4,4,3,1,4,2,4,1,2,1,4,4,4,1,5,1,5,1,5,4,5,5
4315,Female,18,4,2,4,2,4,4,4,1,2,5,4,3,4,4,3,3,3,1,2,4,3,4,2,4,1,4,1,4,5,5,4,2,5,4,4,1,5,1,3,4,3,1,4,1,2,2,5,2,4,4
4316,Male,23,2,5,3,4,3,5,4,3,2,5,2,1,1,3,2,2,1,3,2,3,5,3,1,5,1,5,2,4,5,5,3,1,3,1,3,1,5,4,3,3,3,3,3,2,3,4,2,2,5,3
4317,Female,44,3,1,4,4,4,1,1,4,3,4,3,4,5,3,4,3,4,2,4,2,4,5,2,4,3,2,2,4,3,4,3,2,5,1,4,5,5,1,5,5,4,2,5,3,5,1,4,2,4,5
4318,Female,27,2,2,5,3,4,2,3,3,4,4,4,2,4,2,4,5,4,4,4,4,3,5,2,3,3,3,2,4,3,4,4,1,3,2,4,1,4,4,4,4,2,2,2,3,3,3,4,4,5,3
4319,Female,15,1,1,1,5,1,5,1,5,1,5,5,5,4,5,5,1,1,1,5,5,5,5,3,1,1,5,5,3,3,5,3,1,3,4,1,5,3,3,1,3,5,5,5,5,5,1,3,5,4,5
4320,Female,55,4,1,5,1,5,1,5,2,5,2,3,4,3,3,3,3,3,1,2,2,1,4,1,4,2,5,2,3,4,4,4,1,4,2,3,2,5,2,4,3,4,3,3,3,3,2,4,4,4,3
4321,Male,19,4,2,4,2,4,2,4,3,4,3,1,5,2,5,2,1,1,1,1,1,3,4,4,3,3,2,2,5,4,5,3,5,4,3,2,3,3,3,2,3,5,1,5,1,5,1,5,4,3,4
4322,Female,16,1,4,2,4,3,4,1,5,1,5,5,1,5,1,3,4,4,5,5,5,5,1,3,1,4,1,5,2,1,3,1,5,4,4,1,5,5,4,2,3,4,1,5,1,4,1,4,4,4,5
4323,Female,53,2,3,3,3,4,2,3,3,4,4,5,3,5,1,4,4,4,4,4,4,1,5,1,5,1,5,1,4,5,3,2,4,5,3,4,3,4,3,4,4,5,1,5,1,4,1,4,4,4,4
4324,Male,23,4,1,4,3,3,1,3,4,3,3,1,5,1,3,1,1,3,2,1,2,1,5,3,3,1,2,1,5,2,4,3,3,3,3,3,4,3,3,1,3,5,2,5,1,4,1,5,4,5,5
4325,Female,22,5,1,5,2,5,2,3,2,4,5,5,2,5,2,5,5,4,4,5,4,1,5,2,5,1,5,2,4,5,5,4,1,4,1,4,1,4,2,4,4,5,2,5,2,5,1,5,4,4,4
4326,Female,28,1,2,5,1,5,1,4,2,4,2,1,4,3,1,1,1,1,1,1,1,4,5,1,4,2,3,1,3,1,4,4,2,5,1,2,1,4,1,4,3,5,1,4,2,4,1,4,3,2,4
4327,Female,16,5,1,5,5,5,1,1,5,5,1,1,5,1,5,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,1,3,5,5,5,5,5,5,5,1,5,1,5,5
4328,Male,21,2,4,3,4,2,4,2,5,2,4,3,3,4,3,3,4,2,2,4,4,2,4,1,4,2,5,3,4,4,4,3,3,3,3,1,4,3,3,3,3,3,2,4,3,3,3,4,2,4,3
4329,Female,40,3,1,5,2,5,1,4,5,1,1,1,5,4,5,1,1,1,1,1,1,5,1,2,1,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,2,4,1,5,1,4,3,5,4
4330,Male,26,3,2,5,2,4,2,4,3,2,2,2,4,3,2,3,2,2,2,2,2,3,5,2,2,2,3,2,4,3,4,5,3,5,2,5,2,4,2,4,4,3,3,4,3,5,2,5,2,3,5
4331,Female,21,1,5,3,5,1,2,1,5,1,5,1,4,5,2,5,2,4,4,4,1,1,4,4,5,1,5,1,5,5,2,2,2,5,4,2,4,4,2,2,5,2,1,4,1,4,2,5,1,4,4
4332,Female,45,2,4,3,4,1,3,2,5,1,5,4,4,4,5,1,2,2,2,3,1,2,4,2,3,2,2,3,5,4,5,5,3,3,1,5,3,4,1,4,3,4,1,5,1,5,1,4,3,5,5
4333,Female,14,3,2,4,3,4,2,3,4,2,2,2,4,2,2,4,1,1,1,2,1,3,4,2,4,2,3,2,5,4,5,3,3,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3
4334,Female,17,3,4,3,1,4,4,1,2,5,5,4,4,4,3,4,4,5,4,5,3,1,4,3,5,1,5,4,4,5,5,3,1,5,2,3,2,2,1,1,5,5,1,5,1,5,1,5,4,5,4
4335,Female,16,5,1,3,1,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,3,1,1,5,1,5,1,5,1,1,1,5,1,5,1,5,1,5,5,5,5,5,3,5,1,5,1,5,5,5,5
4336,Male,25,3,3,2,4,2,2,5,5,1,5,4,3,5,1,2,4,4,4,4,4,2,4,1,4,1,5,1,4,3,3,3,5,4,3,3,5,4,2,2,3,4,3,5,3,3,2,3,4,4,4
4337,Female,19,2,4,2,4,2,3,1,4,2,5,2,3,4,3,3,3,2,2,4,2,2,2,2,4,3,4,3,4,4,3,3,1,4,2,2,2,3,2,2,4,4,2,4,2,3,2,4,2,4,3
4338,Male,15,4,4,2,4,1,2,1,4,4,5,2,4,4,2,1,1,2,1,1,2,2,5,3,3,3,4,2,1,3,2,3,2,4,2,1,3,4,3,2,4,4,2,4,2,3,3,4,3,4,4
4339,Female,27,5,3,5,5,3,3,5,5,5,2,5,4,5,5,5,3,5,2,1,5,3,5,5,5,2,5,1,5,5,5,1,1,5,3,5,4,5,3,1,4,4,1,5,3,5,1,4,2,5,5
4340,Male,49,3,3,5,4,4,2,4,3,5,2,2,4,3,4,2,4,2,3,2,2,1,5,1,4,1,3,1,4,4,5,4,2,4,1,3,2,4,1,3,4,5,3,4,2,4,2,4,3,4,5
4341,Female,25,3,3,4,2,4,3,4,3,3,4,3,4,3,4,2,2,1,1,2,2,1,4,1,5,1,4,1,4,5,4,4,3,4,1,2,1,3,1,3,4,4,1,4,1,4,1,5,3,5,4
4342,Female,19,2,2,4,3,4,2,3,4,2,3,4,3,3,3,3,2,3,3,2,3,4,4,1,4,4,4,3,4,4,3,2,2,4,4,3,4,2,3,2,3,3,2,4,2,3,3,3,3,3,3
4343,Female,22,1,4,4,2,4,2,1,5,3,2,2,5,4,3,1,1,2,1,1,1,1,4,1,5,1,5,1,5,5,5,5,1,5,1,3,2,5,2,5,3,2,1,4,1,5,1,4,3,4,5
4344,Female,60,1,5,1,5,1,5,1,5,1,4,5,1,5,1,5,5,4,4,4,5,1,3,3,5,3,5,2,2,5,2,1,5,1,5,1,5,3,4,1,2,1,5,3,3,3,2,2,2,2,4
4345,Male,15,1,4,3,4,3,3,2,5,4,4,4,2,4,3,1,4,2,4,5,3,4,2,5,2,4,2,5,1,3,3,3,4,4,3,2,3,3,4,3,4,5,3,4,3,4,1,4,4,4,5
4346,Male,24,4,3,5,4,4,2,4,2,5,2,2,5,4,3,2,1,4,4,4,3,4,5,2,4,3,5,2,4,4,4,3,4,4,4,3,5,2,3,2,3,3,3,5,4,4,1,5,3,3,4
4347,Male,23,2,2,4,4,4,2,3,4,4,4,1,3,4,2,1,2,3,4,1,4,2,5,2,4,2,2,1,3,4,3,4,2,4,3,1,1,4,3,2,3,4,3,5,3,4,1,4,4,5,3
4348,Male,28,3,2,4,3,2,1,2,4,3,4,2,4,1,3,1,1,3,1,2,1,1,3,1,4,1,3,3,3,4,3,5,1,4,1,3,1,5,1,5,5,5,1,5,1,5,1,5,5,4,5
4349,Male,23,2,4,4,4,3,2,3,4,2,4,2,4,2,4,2,2,2,1,2,1,2,4,2,3,2,3,2,4,3,4,4,2,3,2,4,2,4,2,3,3,3,2,3,3,4,2,4,2,3,4
